Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,EV Total Port Count (Beta),EV CHAdeMO Port Count (Beta),EV J1772 Port Count (Beta),EV CCS Port Count (Beta),EV NEMA 14-50 Port Count (Beta),EV NEMA 515 Port Count (Beta),EV NEMA 520 Port Count (Beta),EV Tesla Port Count (Beta),EV CCS 150+ kW Port Count (Beta)
ELEC,Fred Meyer Klamath Falls - Tesla Supercharger,2655 Shasta Way,,Klamath Falls,OR,97603,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,42.216915,-121.75635,2021-10-11,102374,2021-11-04 18:37:47 UTC,P,,,2017-09-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,,8,0,0,0,0,0,0,8,0
ELEC,Lincoln City Outlets - Tesla Supercharger,1500 SE East Devils Lake Rd.,,Lincoln City,OR,97367,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-8,44.957751,-124.010966,2021-10-11,102375,2021-11-04 18:37:47 UTC,P,,,2016-09-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,,8,0,0,0,0,0,0,8,0
ELEC,Wildhorse Resort and Casino - Tesla Supercharger,46510 Wildhorse Blvd.,,Pendleton,OR,97801,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,45.64655,-118.68198,2021-10-11,102377,2021-11-04 18:37:47 UTC,P,,,2015-06-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,,8,0,0,0,0,0,0,8,0
ELEC,Fred Meyer - Tesla Supercharger,16625 SE 362nd Dr.,,Sandy,OR,97055,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-8,45.402786,-122.294371,2021-10-11,102379,2021-11-04 18:37:47 UTC,P,,,2015-10-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,,8,0,0,0,0,0,0,8,0
ELEC,Seaside Factory Outlet Center - Tesla Supercharger,1111 N Roosevelt Dr.,,Seaside,OR,97138,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,46.00101,-123.91683,2021-10-11,102380,2021-11-04 18:37:47 UTC,P,,,2016-07-15,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,,8,0,0,0,0,0,0,8,0
ELEC,Holiday Inn Eugene - Springfield - Tesla Supercharger,919 Kruse Way,,Springfield,OR,97477,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,14,,Tesla,https://www.tesla.com/supercharger,200-8,44.082607,-123.037458,2021-10-11,102382,2021-11-04 18:37:47 UTC,P,,,2013-10-31,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,,14,0,0,0,0,0,0,14,0
ELEC,Elmer's Restaurant - Tesla Supercharger,255 N Arney Rd,,Woodburn,OR,97071,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,200-9,45.15313,-122.881254,2021-10-11,102384,2021-11-04 18:37:47 UTC,P,,,2013-08-29,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,,8,0,0,0,0,0,0,8,0
ELEC,City of Ashland - Public Parking Lot,165 Lithia Way,Located at Lithia Way and Pioneer St,Ashland,OR,97520,,541-488-5300,E,,Public,24 hours daily,,,,,,10,,,Non-Networked,,GPS,42.197279,-122.712786,2020-11-09,102953,2022-04-27 21:52:39 UTC,LG,,,2018-07-01,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,false,10,0,10,0,0,0,0,0,0
ELEC,City of Ashland - Public Parking Garage,175 Hargadine St,Located on Second St near Hargadine St,Ashland,OR,97520,,541-488-5300,E,,Public,Garage business hours; pay lot,,,,,,2,,,Non-Networked,,GPS,42.195809,-122.713621,2020-05-06,102954,2022-04-27 21:53:33 UTC,LG,,,2018-05-01,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,false,2,0,2,0,0,0,0,0,0
ELEC,Harney County - Chamber of Commerce,484 N Broadway Ave,,Burns,OR,97720,,541-573-2636,E,,Public,24 hours daily; Tesla adapter available,,,,,,1,,,Non-Networked,,GPS,43.589715,-119.055007,2021-06-07,103921,2022-02-10 19:42:29 UTC,P,,,2015-04-01,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,false,1,0,1,0,0,0,0,0,0
ELEC,Green Springs Inn,11470 Highway 66,,Ashland,OR,97520,,541-482-0614,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,42.122821,-122.464271,2021-06-07,103922,2022-02-10 19:42:29 UTC,P,,,2013-01-01,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,false,1,0,1,0,0,0,0,0,0
ELEC,Franny Beck Wines,108 5th St,,Amity,OR,97101,,503-583-2296,E,,Public,24 hours daily; for guest use only,,,,,,2,,,Non-Networked,,GPS,45.115791,-123.206977,2020-09-03,103947,2022-04-28 20:01:31 UTC,P,,,2018-10-01,,,,,J1772 TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,,true,2,0,1,0,0,0,0,1,0
ELEC,Public Coast Brewing,380 N Antler St,,Cannon Beach,OR,97110,,503-436-0285,E,,Public,24 hours daily; for Tesla use only,,,,,,1,,,Non-Networked,,GPS,45.900889,-123.958827,2021-01-14,103959,2022-04-28 20:01:31 UTC,P,,,2018-10-01,,,,,TESLA,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,true,1,0,0,0,0,0,0,1,0
ELEC,Goss Chevrolet,1415 Adams Ave,,La Grande,OR,97850,,541-963-4161,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,45.326761,-118.091312,2020-09-03,103974,2021-03-11 23:22:17 UTC,P,,,2018-10-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,1,0,1,0,0,0,0,0,0
ELEC,Lithia Building at the Commons,148 N Riverside Ave,,Medford,OR,97501,,541-776-6401,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,42.328866,-122.871814,2020-10-09,103976,2021-03-11 23:22:17 UTC,P,,,2018-10-01,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,false,2,0,2,0,0,0,0,0,0
ELEC,Ponzi Vineyards,19500 SW Mountain Home Rd,,Sherwood,OR,97140,,503-628-1227,E,,Public,Vineyard business hours,,,,,,1,,,Non-Networked,,GPS,45.380227,-122.93602,2022-06-14,103994,2022-06-14 16:24:51 UTC,P,,,2018-10-01,,,,,J1772,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,,false,1,0,1,0,0,0,0,0,0
ELEC,FivePine Lodge and Spa,1021 E Desperado Trail,,Sisters,OR,97759,,541-549-5900,E,,Public,24 hours daily; for guest use only; see front desk for access,,,,,,1,,,Non-Networked,,GPS,44.285827,-121.536435,2020-12-03,103996,2022-04-28 20:01:31 UTC,P,,,2018-10-01,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,true,1,0,1,0,0,0,0,0,0
ELEC,Talent Community Center,106 Home St,,Talent,OR,97540,,541-535-1566,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,42.245028,-122.790141,2021-01-14,103997,2021-03-11 23:22:17 UTC,P,,,2018-10-01,,,,,J1772,US,,,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,Free,,,,,,,,,,false,2,0,2,0,0,0,0,0,0
ELEC,Providence - Portland Medical Center - Glisan Parking Garage - Valet Parking,4805 NE Glisan St,"Entrance gate off of NE Irving St. - A 
Level Parking. Valet Parking Only
",Portland,OR,97213,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,45.527677,-122.611475,2022-10-05,104060,2022-10-05 22:58:52 UTC,,,,2018-10-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.49 per kWh,,,,,,,,,,,4,0,4,0,0,0,0,0,0
ELEC,Lassen Chevrolet Toyota,1205 Price Rd SE,,Albany,OR,97322,,541-926-4236,E,,Public - Call ahead,Dealership business hours; customer use only,,,,,,,1,,Non-Networked,,GPS,44.630214,-123.055678,2021-06-07,104257,2022-04-28 20:01:31 UTC,P,,,2020-08-10,,,,,J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,true,1,0,0,1,0,0,0,0,0
ELEC,Windermere on the Beach,3250 Beach Loop,,Bandon,OR,97411,,541-347-3710,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,43.095269,-124.430871,2020-04-08,104258,2021-03-11 23:22:17 UTC,P,,,2018-10-01,,,,,J1772,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,false,1,0,1,0,0,0,0,0,0
ELEC,Power Chevrolet,1422 North Coast Hwy,,Newport,OR,97365,,541-265-7731,T,2022-05-01,TEMPORARILY UNAVAILABLE (Public - Call ahead),7:30am-7pm M-F; Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,44.647644,-124.052744,2022-04-06,104259,2022-04-06 14:08:04 UTC,P,,,2020-08-12,,,,,J1772 J1772COMBO,US,,,,TEMPORAIREMENT SUSPENDU (Public - Appeler à l'avance),,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,2,0,1,1,0,0,0,0,0
ELEC,Hallmark Inn,744 SW Elizabeth St,,Newport,OR,97365,,541-265-2600,E,,Public,24 hours daily; for guest use only; see front desk for access,,,,,,1,,,Non-Networked,,GPS,44.630713,-124.063653,2021-01-14,104260,2022-04-28 20:01:31 UTC,P,,,2018-10-01,,,,,J1772,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,,true,1,0,1,0,0,0,0,0,0
ELEC,Ken Ware Chevrolet,1595 Newmark St,,North Bend,OR,97459,,541-756-1181,E,,Public - Call ahead,"8am-6pm M-F, 9am-5pm Sat",,,,,,1,,,Non-Networked,,GPS,43.390905,-124.234151,2022-04-06,104261,2022-04-06 14:08:04 UTC,P,,,2018-10-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,1,0,1,0,0,0,0,0,0
ELEC,Courtney Auto Repair,898 Winchester Ave,,Reedsport,OR,97467,,541-271-1243,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,GPS,43.699725,-124.103324,2021-05-06,104264,2022-02-10 19:42:29 UTC,P,,,2018-10-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,1,0,1,0,0,0,0,0,0
ELEC,Whole in the Wall,114 W Main St,,Mitchell,OR,97750,,541-462-3663,E,,Public,24 hours daily; for Tesla use only,,,,,,1,,,Non-Networked,,GPS,44.566585,-120.155408,2021-01-14,104743,2022-04-28 20:01:31 UTC,P,,,2018-10-01,,,,,TESLA,US,,,,Public,,public,,,STREET_PARKING,,,,,,,Free,,,,,,,,,,true,1,0,0,0,0,0,0,1,0
ELEC,GRESHAM HONDA SHOP02,24999 SE Stark St,,Troutdale,OR,97060,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.520048,-122.406379,2022-11-10,104928,2022-11-10 00:54:13 UTC,,,,2018-11-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0
ELEC,Lewis & Clark College - Holmes Hall,615 SW Palatine Hill Rd,,Lake Oswego,OR,97219,,,E,,Private,For student and staff use only,,,,,,1,,,Non-Networked,,GPS,45.447286,-122.669869,2022-04-06,105034,2022-04-06 14:08:04 UTC,P,,,2018-10-01,,,,,J1772,US,,,,Privé,,private,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,,,1,0,1,0,0,0,0,0,0
ELEC,Stonecreek Golf Course,14603 S Stoneridge Dr,,Oregon City,OR,97045,,503-518-4653,E,,Public,6am-7pm daily,,,,,,2,,,Non-Networked,,GPS,45.298048,-122.563601,2021-01-14,105036,2021-03-11 23:22:17 UTC,P,,,2018-10-01,,,,,J1772,US,,,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,Free,,,,,,,,,,false,2,0,2,0,0,0,0,0,0
ELEC,Willamette Highway Parking,47452 OR-58,,Oakridge,OR,97463,,,E,,Public - Call ahead,Contact station for availability; key from Café required to unlock chargers,,,,,,2,,,Non-Networked,,GPS,43.746765,-122.490567,2020-03-03,105037,2021-03-11 23:22:17 UTC,P,,,2018-10-01,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,STREET_PARKING,,,,,,,Free,,,,,,,,,,false,2,0,2,0,0,0,0,0,0
ELEC,Tillamook Creamery,4165 N Highway 101,,Tillamook,OR,97141,,503-815-1300,E,,Public,24 hours daily,,,,,,6,,,Non-Networked,,GPS,45.483213,-123.843868,2020-09-03,105038,2021-03-11 23:22:17 UTC,P,,,2018-10-01,,,,,J1772 TESLA,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,,false,6,0,4,0,0,0,0,2,0
ELEC,SIMON WOODBURNOUTLET1,1001 N Arney Rd,,Woodburn,OR,97071,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,45.15813,-122.876818,2022-11-10,105207,2022-11-10 00:54:45 UTC,,,,2018-12-12,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0
ELEC,Guaranty Chevrolet,20 Highway 99 S,,Junction City,OR,97448,,541-234-3011,E,,Public - Call ahead,"Level 2: 24 hours daily, DC Fasr: charger inside the service center, call ahead to schedule",,,,,,2,1,,Non-Networked,,GPS,44.214122,-123.205072,2022-06-14,105360,2022-06-14 16:24:51 UTC,P,,,2018-12-01,,,,,J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,true,3,0,2,1,0,0,0,0,0
ELEC,Airport Chevrolet,3001 Biddle Rd,,Medford,OR,97504,,541-622-2004,E,,Public - Call ahead,Dealership business hours,,,,,,3,1,,Non-Networked,,GPS,42.361323,-122.876631,2022-03-07,105364,2022-03-07 19:49:53 UTC,P,,,2018-12-01,,,,,J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,4,0,3,1,0,0,0,0,0
ELEC,Palm Cottages - Tesla Destination,1065 Siskiyou Blvd,,Ashland,OR,97520,,541-482-2636  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.188557,-122.69705,2020-11-03,115344,2021-03-11 23:22:17 UTC,P,,,2016-08-15,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,2,0,1,0,0,0,0,1,0
ELEC,The Peerless Hotel - Tesla Destination,243 4th St,,Ashland,OR,97520,,541-488-1082  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.197532,-122.707815,2020-11-03,115345,2021-03-11 23:22:17 UTC,P,,,2018-10-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,2,0,0,0,0,0,0,2,0
ELEC,RedTail Inn - Tesla Destination,550 E Main St,,Ashland,OR,97520,,541-778-8788  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.194127,-122.707956,2020-11-03,115346,2021-03-11 23:22:17 UTC,P,,,2018-10-01,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,INN,,,,,,,Free,,,,,,,,,,,2,0,0,0,0,0,0,2,0
ELEC,Plaza Inn & Suites Ashland Creek - Tesla Destination,98 Central Ave,,Ashland,OR,97520,,541-488-8900  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.199523,-122.715393,2020-11-03,115347,2021-03-11 23:22:17 UTC,P,,,2016-02-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,4,0,0,0,0,0,0,4,0
ELEC,Bandon Dunes Golf Resort - Tesla Destination,57744 Round Lake,,Bandon,OR,97411,,800-742.0172  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,43.186682,-124.38933,2020-11-03,115348,2021-03-11 23:22:17 UTC,P,,,2017-03-01,,,,,J1772 TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,HOTEL,,,,,,,Free,,,,,,,,,,,3,0,1,0,0,0,0,2,0
ELEC,Bandon Crossings Golf Course - Tesla Destination,87530 Dew Valley Ln,,Bandon,OR,97411,,541-347-3232  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,43.034574,-124.406065,2020-11-03,115349,2021-03-11 23:22:17 UTC,P,,,2016-05-01,,,,,J1772 TESLA,US,,,,Public,,public,,,REC_SPORTS_FACILITY,,,,,,,Free,,,,,,,,,,,2,0,1,0,0,0,0,1,0
ELEC,The Oxford Hotel - Tesla Destination,10 NW Minnesota Ave,,Bend,OR,97701,,542-610-3401  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,44.05769,-121.312151,2020-11-03,115350,2021-03-11 23:22:17 UTC,P,,,2015-05-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,3,0,1,0,0,0,0,2,0
ELEC,Fairfield Inn & Suites Bend - Tesla Destination,1626 NW Wall St,,Bend,OR,97701,,541-318-1747  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,44.066467,-121.308158,2020-11-03,115352,2021-03-11 23:22:17 UTC,P,,,2016-08-15,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,2,0,1,0,0,0,0,1,0
ELEC,Brasada Ranch - Tesla Destination,16986 SW Brasada Ranch Rd,,Bend,OR,97753,,855-259-6507  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,8,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,44.153848,-121.054257,2020-11-03,115353,2021-03-11 23:22:17 UTC,P,,,2018-10-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,8,0,2,0,0,0,0,6,0
ELEC,Mount Bachelor Village Resort - Tesla Destination,19717  Mt. Bachelor Dr,,Bend,OR,97702,,800-547-5204  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,44.03486,-121.33283,2020-11-03,115354,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,HOTEL,,,,,,,Free,,,,,,,,,,,3,0,0,0,0,0,0,3,0
ELEC,Riverhouse Hotel & Convention Center - Tesla Destination,3075 US-97 BUS,,Bend,OR,97701,,541-389-3111  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,44.08071,-121.305244,2020-11-03,115355,2021-03-11 23:22:17 UTC,P,,,2014-08-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,2,0,0,0,0,0,0,2,0
ELEC,Sunriver Resort - Tesla Destination,57071 Great Hall Loop,,Bend,OR,97707,,800-801-8765  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,43.871284,-121.444202,2020-11-03,115356,2021-03-11 23:22:17 UTC,P,,,2014-07-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,1,0,0,0,0,0,0,1,0
ELEC,Tetherow Lodge & Golf Course - Tesla Destination,61238  Skyline Ranch Rd,,Bend,OR,97702,,877-298-2582  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,44.02464,-121.366469,2020-11-03,115357,2021-03-11 23:22:17 UTC,P,,,2015-05-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,3,0,1,0,0,0,0,2,0
ELEC,TownePlace Inn & Suites Bend - Tesla Destination,755 SW 13th Pl,,Bend,OR,97702,,541-382-5006  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,44.042835,-121.330692,2020-11-03,115358,2021-03-11 23:22:17 UTC,P,,,2016-08-15,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,2,0,1,0,0,0,0,1,0
ELEC,Deschutes Brewery - Tesla Destination,901 SW Simpson Ave,,Bend,OR,97702,,541-385-8606  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,44.046772,-121.322153,2020-11-03,115359,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,J1772 TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,,,4,0,2,0,0,0,0,2,0
ELEC,Cannon Beach Hotel - Tesla Destination,1116 S Hemlock St,,Cannon Beach,OR,97110,,503-436-1392  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,45.889872,-123.962172,2020-11-03,115360,2021-03-11 23:22:17 UTC,P,,,2016-02-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,2,0,1,0,0,0,0,1,0
ELEC,Surfsand Resort - Tesla Destination,148  W Gower Ave,,Cannon Beach,OR,97110,,800-547-6100  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,5,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,45.890582,-123.962988,2020-11-03,115361,2021-03-11 23:22:17 UTC,P,,,2015-05-26,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,5,0,2,0,0,0,0,3,0
ELEC,Stephanie Inn - Tesla Destination,2740  S Pacific St,,Cannon Beach,OR,97145,,503-436-2221  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,5,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,45.877155,-123.961875,2020-11-03,115362,2021-03-11 23:22:17 UTC,P,,,2015-03-01,,,,,J1772 TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,INN,,,,,,,Free,,,,,,,,,,,5,0,2,0,0,0,0,3,0
ELEC,The Courtyard - Tesla Destination,964 S Hemlock St,,Cannon Beach,OR,97110,,503-436-1392  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,45.890974,-123.962233,2020-11-03,115363,2021-03-11 23:22:17 UTC,P,,,2016-02-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,2,0,1,0,0,0,0,1,0
ELEC,Red Lion Hotel Coos Bay - Tesla Destination,1313 North Bayshore Dr,,Coos Bay,OR,97420,,541-267-4141  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,43.377235,-124.217313,2020-11-03,115364,2021-03-11 23:22:17 UTC,P,,,2016-08-15,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,2,0,1,0,0,0,0,1,0
ELEC,University Inn Corvallis - Tesla Destination,350 SW 4th St,,Corvallis,OR,97333,,541-753-4496  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,44.562057,-123.263617,2020-11-03,115365,2021-03-11 23:22:17 UTC,P,,,2018-10-01,,,,,TESLA,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,,,4,0,0,0,0,0,0,4,0
ELEC,Best Western Corvallis - Tesla Destination,925 NW Garfield Ave,,Corvallis,OR,97330,,541-758-8571  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,44.583488,-123.258543,2020-11-03,115366,2021-03-11 23:22:17 UTC,P,,,2018-10-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,3,0,0,0,0,0,0,3,0
