Fuel_Type_Code,Station_Name,City,State,Zip,Groups_With_Access_Code,Access_Days_Time,Latitude,Longitude
ELEC,Bandon Dunes Golf Resort - Tesla Destination,Bandon,OR,97411,Public - Call ahead,24 hours daily; for customer use only,43.186682,-124.38933
ELEC,Bandon Crossings Golf Course - Tesla Destination,Bandon,OR,97411,Public,24 hours daily; for customer use only,43.034574,-124.406065
ELEC,The Oxford Hotel - Tesla Destination,Bend,OR,97701,Public,24 hours daily; for customer use only; see front desk for access,44.05769,-121.312151
ELEC,Fairfield Inn & Suites Bend - Tesla Destination,Bend,OR,97701,Public,24 hours daily; for customer use only,44.066467,-121.308158
ELEC,Brasada Ranch - Tesla Destination,Bend,OR,97753,Public,24 hours daily; for customer use only; see front desk for access,44.153848,-121.054257
ELEC,Mount Bachelor Village Resort - Tesla Destination,Bend,OR,97702,Public - Call ahead,24 hours daily; for customer use only,44.03486,-121.33283
ELEC,Riverhouse Hotel & Convention Center - Tesla Destination,Bend,OR,97701,Public,24 hours daily; for customer use only; see front desk for access,44.08071,-121.305244
ELEC,Sunriver Resort - Tesla Destination,Bend,OR,97707,Public,24 hours daily; for customer use only; see front desk for access,43.871284,-121.444202
ELEC,Tetherow Lodge & Golf Course - Tesla Destination,Bend,OR,97702,Public,24 hours daily; for customer use only; see front desk for access,44.02464,-121.366469
ELEC,TownePlace Inn & Suites Bend - Tesla Destination,Bend,OR,97702,Public,24 hours daily; for customer use only,44.042835,-121.330692
ELEC,Deschutes Brewery - Tesla Destination,Bend,OR,97702,Public,24 hours daily; for customer use only,44.046772,-121.322153
ELEC,Cannon Beach Hotel - Tesla Destination,Cannon Beach,OR,97110,Public,24 hours daily; for customer use only; see front desk for access,45.889872,-123.962172
ELEC,Surfsand Resort - Tesla Destination,Cannon Beach,OR,97110,Public,24 hours daily; for customer use only; see front desk for access,45.890582,-123.962988
ELEC,Stephanie Inn - Tesla Destination,Cannon Beach,OR,97145,Public - Call ahead,24 hours daily; for customer use only,45.877155,-123.961875
ELEC,The Courtyard - Tesla Destination,Cannon Beach,OR,97110,Public,24 hours daily; for customer use only; see front desk for access,45.890974,-123.962233
ELEC,Red Lion Hotel Coos Bay - Tesla Destination,Coos Bay,OR,97420,Public,24 hours daily; for customer use only; see front desk for access,43.377235,-124.217313
ELEC,University Inn Corvallis - Tesla Destination,Corvallis,OR,97333,Public,24 hours daily; for customer use only; see front desk for access,44.562057,-123.263617
ELEC,Best Western Corvallis - Tesla Destination,Corvallis,OR,97330,Public,24 hours daily; for customer use only; see front desk for access,44.583488,-123.258543
ELEC,Crater Lake National Park - Tesla Destination,Crater Lake,OR,97604,Public,24 hours daily,42.867509,-122.167297
ELEC,Stoller Family Estate - Tesla Destination,Dayton,OR,97114,Public,24 hours daily; for customer use only,45.24117,-123.069729
ELEC,Domaine Serene - Tesla Destination,Dayton,OR,97114,Public - Call ahead,24 hours daily; for customer use only,45.27009,-123.069863
ELEC,Domaine Drouhin - Tesla Destination,Dayton,OR,97114,Public,24 hours daily; for customer use only,45.265248,-123.055793
ELEC,"Whale Cove Inn, a Select Registry Property - Tesla Destination",Depoe Bay,OR,97341,Public,24 hours daily; for customer use only; see front desk for access,44.786899,-124.070605
ELEC,Lange Estate Winery and Vineyards - Tesla Destination,Dundee,OR,97115,Public,24 hours daily; for customer use only,45.294038,-123.040682
ELEC,Hyland Estates - Tesla Destination,Dundee,OR,97115,Public,24 hours daily,45.268997,-123.020986
ELEC,Estacada City Hall - Tesla Destination,Estacada,OR,97023,Public,24 hours daily,45.286178,-122.334465
ELEC,Riverhouse Inn - Tesla Destination,Florence,OR,97439,Public - Call ahead,24 hours daily; for customer use only,43.966643,-124.109379
ELEC,Old Town Inn - Tesla Destination,Florence,OR,97439,Public - Call ahead,24 hours daily; for customer use only,43.967603,-124.107901
ELEC,Driftwood Shores Resort & Conference Center - Tesla Destination,Florence,OR,97439,Public,24 hours daily; for customer use only; see front desk for access,44.036758,-124.132855
ELEC,Apolloni Vineyards Winery - Tesla Destination,Forest Grove,OR,97116,Public,24 hours daily; for customer use only,45.622895,-123.21977
ELEC,Crater Lake Resort - Tesla Destination,Fort Klamath,OR,97626,Public,24 hours daily; for customer use only; see front desk for access,42.684216,-121.973428
ELEC,Salishan Spa and Golf Resort - Tesla Destination,Gleneden Beach,OR,97388,Public,24 hours daily; for customer use only; see front desk for access,44.892644,-124.019417
ELEC,Columbia Cliffs Villas - Tesla Destination,Hood River,OR,97031,Public,24 hours daily; for customer use only; see front desk for access,45.711261,-121.553014
ELEC,Grant County Chamber of Commerce - Tesla Destination,John Day,OR,97845,Public,24 hours daily,44.416613,-118.954696
ELEC,Bronze Antler Bed & Breakfast - Tesla Destination,Joseph,OR,97846,Public - Call ahead,24 hours daily; for customer use only,45.348876,-117.229797
ELEC,Pfeiffer Winery - Tesla Destination,Junction City,OR,97448,Public,24 hours daily; for customer use only,44.237008,-123.363456
ELEC,Running Y Ranch Resort - Tesla Destination,Klamath Falls,OR,97601,Public,24 hours daily; see front desk for access,42.276661,-121.885676
ELEC,Babica Hen Cafe - Tesla Destination,Lake Oswego,OR,97035,Public,24 hours daily; for customer use only,45.409642,-122.719662
ELEC,Lake Oswego - Tesla Destination,Lake Oswego,OR,97219,Public,24 hours daily,45.419827,-122.66573
ELEC,"Youngberg Hill, a Select Registry Property - Tesla Destination",McMinnville,OR,97128,Public,24 hours daily,45.179578,-123.279462
ELEC,Lawrence Gallery - Tesla Destination,McMinnville,OR,97128,Public,24 hours daily,45.115299,-123.317723
ELEC,Atticus Hotel - Tesla Destination,McMinnville,OR,97128,Public,24 hours daily; for customer use only; see front desk for access,45.210616,-123.193085
ELEC,2Hawk Vineyard and Winery - Tesla Destination,Medford,OR,97504,Public,24 hours daily; for customer use only; see front desk for access,42.296722,-122.810479
ELEC,City of Milwaukie - Tesla Destination,Milwaukie,OR,97222,Public,24 hours daily,45.444467,-122.642042
ELEC,Inn at Red Hills - Tesla Destination,Newberg,OR,97132,Public - Call ahead,24 hours daily; for customer use only,45.272167,-123.016364
ELEC,Oceanside Inn - Tesla Destination,Oceanside,OR,97134,Public,24 hours daily; for customer use only,45.459395,-123.969124
ELEC,WildSpring Guest Habitat - Tesla Destination,Port Orford,OR,97465,Public - Call ahead,24 hours daily; for customer use only,42.742786,-124.486407
ELEC,Hotel Eastlund - Tesla Destination,Portland,OR,97232,Public,24 hours daily; for customer use only; see valet for access,45.530443,-122.661149
ELEC,Best Western Inn at the Meadows - Tesla Destination,Portland,OR,97217,Public - Call ahead,24 hours daily; for customer use only,45.593738,-122.680684
ELEC,Portland Marriott Downtown Waterfront - Tesla Destination,Portland,OR,97201,Public,24 hours daily; for customer use only; see valet for access,45.512928,-122.675369
ELEC,Kimpton RiverPlace Hotel - Tesla Destination,Portland,OR,97201,Public,24 hours daily; for customer use only; see valet for access,45.511322,-122.674245
ELEC,Residence Inn Portland Downtown Lloyd Center - Tesla Destination,Portland,OR,97232,Public,24 hours daily; for customer use only; see front desk for access,45.530864,-122.647765
ELEC,Oregon Museum of Science & Industry - Tesla Destination,Portland,OR,97214,Public,24 hours daily,45.508376,-122.664644
ELEC,Embassy Suites by Hilton Portland Downtown - Tesla Destination,Portland,OR,97204,Public,24 hours daily; see valet for access,45.522061,-122.674064
ELEC,Hampton Inn & Suites Portland/Pearl District - Tesla Destination,Portland,OR,97209,Public,24 hours daily; for customer use only; see front desk for access,45.525661,-122.679988
ELEC,Kimpton Hotel Monaco Portland - Tesla Destination,Portland,OR,97204,Public,24 hours daily; for customer use only; see front desk for access,45.519888,-122.677365
ELEC,Hotel Modera - Tesla Destination,Portland,OR,97201,Public,24 hours daily; for customer use only; see valet for access,45.51396,-122.680759
ELEC,Hotel deLuxe - Tesla Destination,Portland,OR,97205,Public,24 hours daily; for customer use only; see valet for access,45.520987,-122.687707
ELEC,Dossier Hotel - Tesla Destination,Portland,OR,97205,Public,24 hours daily; for customer use only; see valet for access,45.519997,-122.68006
ELEC,Atlantic Aviation PDX - Tesla Destination,Portland,OR,97218,Public,24 hours daily; for customer use only; see front desk for access,45.584422,-122.577812
ELEC,Southpark Garage - Tesla Destination,Portland,OR,97205,Public,24 hours daily; pay lot; see valet for access,45.518031,-122.682379
ELEC,Red Lion Hotel on the River - Jantzen Beach - Tesla Destination,Portland,OR,97217,Public,24 hours daily; for customer use only; see front desk for access,45.6128,-122.675471
ELEC,Hilton Portland Downtown - Tesla Destination,Portland,OR,97204,Public,24 hours daily; for customer use only; see valet for access,45.51778,-122.679533
ELEC,Historic Hotel Prairie - Tesla Destination,Prairie City,OR,97869,Public,24 hours daily; see front desk for access,44.463124,-118.70919
ELEC,Eagle Crest Resort - Tesla Destination,Redmond,OR,97756,Public,24 hours daily; for customer use only; see front desk for access,44.259464,-121.262632
ELEC,DoubleTree by Hilton Salem - Tesla Destination,Salem,OR,97301,Public,24 hours daily; for customer use only; see front desk for access,44.949555,-122.991697
ELEC,Zenith Vineyard - Tesla Destination,Salem,OR,97304,Public,24 hours daily; for customer use only,45.024475,-123.14209
ELEC,Ponzi Vineyards - Tesla Destination,Sherwood,OR,97140,Public,24 hours daily; for customer use only,45.380444,-122.937156
ELEC,The Oregon Garden Resort - Tesla Destination,Silverton,OR,97381,Public,24 hours daily; for customer use only; see front desk for access,44.990695,-122.788286
ELEC,FivePine Lodge and Spa - Tesla Destination,Sisters,OR,97759,Public,24 hours daily; see front desk for access,44.285638,-121.536449
ELEC,McKenzie Orchards B&B - Tesla Destination,Springfield,OR,97478,Public,24 hours daily; for customer use only; see front desk for access,44.08368,-122.987167
ELEC,Hilton Garden Inn Springfield - Tesla Destination,Springfield,OR,97477,Public,24 hours daily; for customer use only,44.08534,-123.042979
ELEC,Best Western Plus Hartford Lodge - Tesla Destination,Sutherlin,OR,97479,Public,24 hours daily; for customer use only; see front desk for access,43.387853,-123.334704
ELEC,Blue Heron French Cheese Co - Tesla Destination,Tillamook,OR,97141,Public,24 hours daily,45.467253,-123.843009
ELEC,The Waldport Inn - Tesla Destination,Waldport,OR,97394,Public - Call ahead,24 hours daily; for customer use only,44.425109,-124.068388
ELEC,Cape Cod Cottages - Tesla Destination,Waldport,OR,97394,Public,24 hours daily; for customer use only,44.396832,-124.087243
ELEC,The Resort at the Mountain - Tesla Destination,Welches,OR,97055,Public - Call ahead,24 hours daily; for customer use only,45.337998,-121.966023
ELEC,Ocean Cove Inn - Tesla Destination,Yachats,OR,97498,Public,24 hours daily; for customer use only,44.310629,-124.101956
ELEC,Solena Estate - Tesla Destination,Yamhill,OR,97148,Public,24 hours daily,45.343067,-123.126059
ELEC,Gresham Station,Gresham,OR,97030,Public,6am-12am daily,45.505481,-122.43808
ELEC,Clackamas Town Center,Happy Valley,OR,97086,Public,6am-12am daily,45.43488,-122.574535
ELEC,Clackamas Town Center,Happy Valley,OR,97086,Public,6am-12am daily,45.434527,-122.576045
ELEC,Clackamas Town Center,Happy Valley,OR,97086,Public,6am-12am daily,45.437663,-122.573184
ELEC,Clackamas Town Center,Happy Valley,OR,97086,Public,6am-12am daily,45.436618,-122.575586
ELEC,Clackamas Town Center,Happy Valley,OR,97086,Public,6am-12am daily,45.434927,-122.571979
ELEC,Gateway Shopping Center,Portland,OR,97220,Public,6am-12am daily,45.532334,-122.560403
ELEC,Washington Square,Portland,OR,97223,Public,6am-12am daily,45.45045,-122.78268
ELEC,Bridgeport Village,Tigard,OR,97224,Public,6am-12am daily,45.396968,-122.750834
ELEC,Bridgeport Village,Tigard,OR,97224,Public,6am-12am daily,45.395927,-122.753419
ELEC,Columbia Gorge Outlets,Troutdale,OR,97060,Public,6am-12am daily,45.542319,-122.389411
ELEC,COLUMBIA BASIN IONE,Ione,OR,97843,Public,24 hours daily,45.501524,-119.826811
ELEC,Park Square,Portland,OR,97201,Public,24 hours daily,45.510792,-122.67764
ELEC,COLUMBIA BASIN FOSSIL,Fossil,OR,97830,Public,24 hours daily,45.000604,-120.213913
ELEC,Lewis & Clark College - Fir Acres Parking Lot,Lake Oswego,OR,97219,Private,For student and staff use only,45.4520974509695,-122.6675999285583
ELEC,Lewis & Clark College - Sequoia Hall,Lake Oswego,OR,97219,Private,For student and staff use only,45.44656532288986,-122.6724600912933
ELEC,Lewis & Clark College - McCarty Classroom,Lake Oswego,OR,97219,Private,For student and staff use only,45.45275976462744,-122.6775455595856
ELEC,The Windward,Lake Oswego,OR,97034,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,45.418674,-122.664616
ELEC,Space Age Fuel_Hermiston_OR,Hermiston,OR,97838,Public,24 hours daily,45.78711,-119.32211
ELEC,Walmart 1889 Island City,Island City,OR,97850,Public,24 hours daily,45.33658,-118.05945
ELEC,Walmart 5396 Albany,Albany,OR,97322,Public,24 hours daily,44.62701,-123.04942
ELEC,T and T Country Store,Huntington,OR,97907,Public,24 hours daily,44.35113,-117.26859
ELEC,Walmart 1834 Grants Pass,Grants Pass,OR,97526,Public,24 hours daily,42.43579,-123.30214
ELEC,City of Independence - North Parking,Independence,OR,97351,TEMPORARILY UNAVAILABLE (Public),MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,44.849101,-123.184061
ELEC,Bandon Shopping Center - Tesla Supercharger,Bandon,OR,97411,Public,24 hours daily; for Tesla use only,43.121858,-124.398943
ELEC,Cousins' Country Inn - Tesla Supercharger,The Dalles,OR,97058,Public,24 hours daily; for Tesla use only,45.611941,-121.208249
ELEC,Washington Square Mall - Tesla Supercharger,Portland,OR,97223,Public,24 hours daily; for Tesla use only,45.450169,-122.782724
ELEC,Estacada City Library - Tesla Destination,Estacada,OR,97023,Public,24 hours daily,45.297128,-122.338407
ELEC,Old Parkdale Inn Bed and Breakfast - Tesla Destination,Mt Hood,OR,97041,Public - Call ahead,24 hours daily; available with reservation only,45.520021,-121.593274
ELEC,Itty Bitty Inn - Tesla Destination,North Bend,OR,97459,Public,24 hours daily; for customer use only; see front desk for access,43.413011,-124.224472
ELEC,Tolovana Inn - Tesla Destination,Tolovana Park,OR,97110,Public,24 hours daily; for customer use only; see front desk for access,45.871824,-123.961237
ELEC,McDonald's on Farmington Rd,Aloha,OR,97007,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,45.479856,-122.858424
ELEC,Smart Park - 3rd & Alder,Portland,OR,97204,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,45.519169,-122.675761
ELEC,Walmart 4176 Sherwood,Sherwood,OR,97140,Public,24 hours daily,45.36525,-122.83439
ELEC,Nike - Coach K,Beaverton,OR,97005,Private,For employee use only,45.512116,-122.825486
ELEC,Nike - John McEnroe,Beaverton,OR,97005,Private,For employee use only,45.506674,-122.825979
ELEC,Nike - The Park,Beaverton,OR,97005,Private,For employee use only,45.511671,-122.834474
ELEC,Nike - Serena,Beaverton,OR,97005,Private,For employee use only,45.510876,-122.826059
ELEC,Nike - Talaria,Beaverton,OR,97006,Private,For employee use only,45.513219,-122.838215
ELEC,Nike - Windrunner,Beaverton,OR,97003,Private,For employee use only,45.495039,-122.835414
ELEC,Nike - Blazer,Hillsboro,OR,97124,Private,For employee use only,45.545415,-122.884475
ELEC,Nike - Driving Force,Hillsboro,OR,97006,Private,For employee use only,45.53011,-122.887873
ELEC,Nike - Tiempo,Beaverton,OR,97006,Private,For employee use only,45.497872,-122.836737
ELEC,Nike - Mercurial SW,Beaverton,OR,97006,Private,For employee use only,45.498513,-122.833766
ELEC,Nike - Total 90,Beaverton,OR,97006,Private,For employee use only,45.497875,-122.83386
ELEC,Nike - Air Force,Beaverton,OR,97003,Private,For employee use only,45.497875,-122.83386
ELEC,Nike - Zoom Flight,Hillsboro,OR,97124,Private,For employee use only,45.543685,-122.891197
ELEC,Nike - Quantum Force,Hillsboro,OR,97124,Private,For employee use only,45.545214,-122.894591
ELEC,Nike - APCC,Beaverton,OR,97006,Private,For employee use only,45.511089,-122.83681
ELEC,Nike - Terman,Beaverton,OR,97005,Private,For employee use only,45.496228,-122.816365
ELEC,Nike - Hocken,Beaverton,OR,97005,Private,For employee use only,45.496228,-122.816365
ELEC,Nike - Air Zoom Alpha,Beaverton,OR,97005,Private,For employee use only,45.493086,-122.820105
ELEC,Nike - SebCoe Garage,Beaverton,OR,97006,Private,For employee use only,45.511653,-122.828867
ELEC,Nike - NY Garage,Beaverton,OR,97006,Private,For employee use only,45.514149,-122.832771
ELEC,Nike - Challenge Ct,Beaverton,OR,97003,Private,For employee use only,45.496478,-122.835197
ELEC,NWEA,Portland,OR,97209,Private,For employee use only,45.525778,-122.671957
ELEC,University of Oregon - Streisinger Hall,Eugene,OR,97405,Public,Permit required,44.046472,-123.07198
ELEC,"Walmart 4221 - Cornelius, OR",Cornelius,OR,97113,Public,24 hours daily,45.52151,-123.06805
ELEC,"Walmart 1876 - Hood River, OR",Hood River,OR,97031,Public,24 hours daily,45.71181,-121.53991
ELEC,High Desert Museum,Bend,OR,97702,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,43.966035,-121.343215
ELEC,CCRider Transit Center,Rainier,OR,97048,Public,24 hours daily,46.089703,-122.937633
ELEC,Clatskanie PUD Office,Clatskanie,OR,97016,Public,24 hours daily,46.10135,-123.201804
ELEC,Tanasbourne Town Center - Barnes & Noble,Beaverton,OR,97006,Public,6am-12am daily,45.537316,-122.864878
ELEC,Tanasbourne Town Center - Pet Co,Beaverton,OR,97006,Public,6am-12am daily,45.536462,-122.865026
ELEC,Nyberg Rivers,Tualatin,OR,97062,Public,6am-12am daily,45.383666,-122.756233
ELEC,Nyberg Woods - Jamba Juice,Tualatin,OR,97062,Public,6am-12am daily,45.383292,-122.749257
ELEC,Stave & Stone Winery,Hood River,OR,97031,Public,24 hours daily,45.612052,-121.548425
ELEC,Stave & Stone Winery - Tesla Destination,Hood River,OR,97031,Public,24 hours daily; for customer use only,45.612052,-121.548425
ELEC,HOTEL 1 7 F HOTEL,Canyonville,OR,97417,Public,24 hours daily,42.937875,-123.283685
ELEC,LMHD DCFAST HOG,Gladstone,OR,97027,TEMPORARILY UNAVAILABLE (Public),24 hours daily,45.383366,-122.58062
ELEC,Kohl’s - Hillsboro,Hillsboro,OR,97124,Public,24 hours daily,45.536137,-122.9014
ELEC,Kohl's - Beaverton,Beaverton,OR,97005,Public,24 hours daily,45.492637,-122.789614
ELEC,CRPUD DEER ISLAND DC2,Deer Island,OR,97054,Public,24 hours daily,45.924736,-122.836766
ELEC,Goodog Bakery,Myrtle Creek,OR,97457,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,43.025929,-123.290579
ELEC,PARADISE H-D DCFAST HOG,Tigard,OR,97223,Public,24 hours daily,45.442818,-122.78139
ELEC,McDonald's on Cedar Hills Blvd #2160,Beaverton,OR,97005,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,45.493975,-122.810759
ELEC,Albertsons 14300 SW Barrows Rd,Tigard,OR,97223,Public,6am-12am daily,45.431671,-122.823849
ELEC,McDonald’s,Canby,OR,97013,Public,24 hours daily,45.258897,-122.699332
ELEC,Panera Bread,Corvallis,OR,97330,Public,24 hours daily,44.567409,-123.260365
ELEC,Lake Oswego Maintenance Center,Lake Oswego,OR,97035,Public,24 hours daily,45.398308,-122.733978
ELEC,Holiday Inn Express & Suites Portland Airport - Tesla Destination,Portland,OR,97220,Public,24 hours daily; for customer use only; see front desk for access,45.577986,-122.568585
ELEC,Oliver Station Apartments,Portland,OR,97266,Public,24 hours daily,45.479005,-122.567414
ELEC,Walgreens,Canby,OR,97013,Public,24 hours daily,45.257059,-122.703517
ELEC,SOFTSTAR SHOES STATION 1,Philomath,OR,97370,Public,24 hours daily,44.540136,-123.373574
ELEC,RTEC EV COCC STATION 1,Redmond,OR,97756,Public,24 hours daily,44.254277,-121.166242
ELEC,Boulder Falls Center,Lebanon,OR,97355,Public,24 hours daily,44.551654,-122.909382
ELEC,McDonald’s - Woodburn,Woodburn,OR,97071,Public,24 hours daily,45.150671,-122.876974
ELEC,Virginia Garcia Dental Clinic,Cornelius,OR,97113,Public,24 hours daily,45.52046,-123.057275
ELEC,Kaiser Westside Medical Center,Hillsboro,OR,97124,Public,24 hours daily,45.540832,-122.876394
ELEC,Linn-Benton Community College Lebanon Center,Lebanon,OR,97355,Public,24 hours daily,44.54766,-122.905876
ELEC,Washington County Building Services - Short Term Parking (P3),Hillsboro,OR,97124,Public,24 hours daily,45.523762,-122.9909
ELEC,Team Kia - Bend,Bend,OR,97701,Public,24 hours daily,44.055882,-121.269113
ELEC,Audi Bend,Bend,OR,97702,Public,24 hours daily; for customer use only,44.039859,-121.304392
ELEC,Best Western Premier - Peppertree Inn at Bend,Bend,OR,97702,Public,24 hours daily,44.039553,-121.335736
ELEC,DAS OREGON AIRPORT RD 5,Salem,OR,97301,Public,24 hours daily,44.925777,-123.002304
ELEC,CREEKSIDE PARK OAK STREET,Myrtle Creek,OR,97457,Public,24 hours daily,43.024673,-123.287933
ELEC,Sumner College,Portland,OR,97220,Public,24 hours daily,45.574615,-122.577333
ELEC,RTEC EV COCC STATION 4,Madras,OR,97741,Public,24 hours daily,44.636557,-121.106513
ELEC,RTEC EV COCC STATION 3,Madras,OR,97741,Public,24 hours daily,44.63653,-121.10644
ELEC,WILDER CORNER LOT,Newport,OR,97366,Public,24 hours daily,44.6041,-124.04342
ELEC,Columbia Gorge Outlets,Troutdale,OR,97060,Public,24 hours daily,45.54296,-122.38973
ELEC,INDPNDNCE HOTEL STATION 2,Independence,OR,97351,Public,24 hours daily,44.851556,-123.182292
ELEC,MTA-EVCHARGER-1 MTASHLANDEV1,Ashland,OR,97520,Public,24 hours daily,42.08118,-122.70559
ELEC,CITY ROSEBURG LIBRARY,Roseburg,OR,97470,Public,24 hours daily,43.212844,-123.34084
ELEC,Kaiser Permenente - KP MSP Garage,Portland,OR,97232,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,45.5311331,-122.6601137
ELEC,431002 : Heartline,Portland,OR,97209,Public,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,45.5293196,-122.6837219
ELEC,531004 - Tektronix,Beaverton,OR,97005,Public,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,45.4991379,-122.8233365
ELEC,531003 : Hillsboro School District,Hillsboro,OR,97123,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,45.544385132991,-122.9347086151
ELEC,MRC,Lake Oswego,OR,97034,TEMPORARILY UNAVAILABLE (Public),MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,45.4017232,-122.6512718
ELEC,J Building,Lake Oswego,OR,97034,TEMPORARILY UNAVAILABLE (Public),MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,45.4031666,-122.688201
ELEC,"Walgreens - Tigard, OR #5780",Tigard,OR,97224,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,45.4192406,-122.7867139
ELEC,"Walgreens - Cornelius, OR #9353",Cornelius,OR,97113,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,45.520878,-123.047672
ELEC,"Walgreens - Sherwood, OR #7665",Sherwood,OR,97140,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,45.3673,-122.848649
ELEC,"Walgreens - Wilsonville, OR #7688",Wilsonville,OR,97070,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,45.3029528,-122.7734556
ELEC,Winderlea Vineyard and Winery,Dundee,OR,97115,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,45.278379,-123.043405
ELEC,Sokol Blosser Winery,Dundee,OR,97115,Public,MO: 08:00am-09:00pm; TU: 08:00am-09:00pm; WE: 08:00am-09:00pm; TH: 08:00am-09:00pm; FR: 08:00am-09:00pm; SA: 08:00am-09:00pm; SU: 08:00am-09:00pm,45.2471771,-123.0480541
ELEC,Joel Palmer House Restaurant,Dayton,OR,97114,TEMPORARILY UNAVAILABLE (Public),MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,45.2179069,-123.079714
ELEC,Best Western McMinnville Inn,McMinnville,OR,97128,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,45.1935579,-123.2109633
ELEC,Kaiser - Keizer Station Dental,Keizer,OR,97303,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,45.0074688,-122.998486
ELEC,Andante Vineyard Main,Dallas,OR,97338,TEMPORARILY UNAVAILABLE (Public),MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,44.989966820463,-123.27233844072
ELEC,"Walgreens - Salem, OR #11173",Salem,OR,97302,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,44.888866,-123.05999
ELEC,Willamette Valley Vineyards,Turner,OR,97392,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,44.827453,-123.0110757
ELEC,Overpark,Eugene,OR,97401,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,44.0488021,-123.0912052
ELEC,Broadway South,Eugene,OR,97401,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,44.0499177,-123.0963067
ELEC,Amazon Corner,Eugene,OR,97405,Public,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,44.022318447801,-123.08048543915
ELEC,Super 8 Roseburg,Roseburg,OR,97470,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,43.2490005,-123.3583226
ELEC,"Walgreens - Roseburg, OR #12068",Roseburg,OR,97470,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,43.2264305,-123.348339
ELEC,CITY ROSEBURG PARKING GARAGE,Roseburg,OR,97470,TEMPORARILY UNAVAILABLE (Public),24 hours daily,43.20927,-123.34469
